40.71117444	-73.99682619
40.71729	-73.996375
40.74144387	-73.97536082
40.70122128	-74.01234218
40.7546011026	-73.971878855
40.75849116	-73.95920622
40.74765947	-73.98490707
40.68382604	-73.97632328
40.68216564	-73.95399026
40.770513	-73.988038
40.75206862	-73.96784384
40.7489006	-73.97604882
40.73401143	-74.00293877
40.74173969	-73.99415556
40.71413089	-73.9970468
40.70823502	-74.00530063
40.74147286	-73.98320928
40.76370739	-73.9851615
40.72317958	-73.99480012
40.752062307	-73.9816324043
40.76020258	-73.96478473
40.7218158	-73.99720307
40.72066442	-73.98517977
40.76227205	-73.98788205
40.74901271	-73.98848395
40.71173107	-73.99193043
40.70905623	-74.01043382
40.71494807	-74.00234482
40.714215	-73.981346
40.72228087	-73.97668709
40.74290902	-73.97706058
40.74780373	-73.9734419
40.68312489	-73.97895137
40.69308257	-73.97178913
40.73454567	-73.99074142
40.73492695	-73.99200509
40.72019576	-73.98997825
40.75645824	-73.99372222
40.71739973	-73.98016555
40.7405826	-74.00550867
40.73912601	-73.97973776
40.7208736	-73.98085795
40.74177603	-74.00149746
40.74025878	-73.98409214
40.75660359	-73.9979009
40.75299641	-73.98721619
40.75594159	-74.0021163
40.7423543	-73.98915076
40.7284186	-73.98713956
40.735238	-74.000271
40.72740794	-73.98142006
40.72903917	-73.99404649
40.751396	-74.005226
40.711512	-74.015756
40.73172428	-74.00674436
40.76590936	-73.97634151
40.73704984	-73.99009296
40.69221589	-73.9842844
40.73935542	-73.99931783
40.7454973	-74.00197139
40.76340613	-73.97722479
40.72710258	-74.00297088
40.736502	-73.97809472
40.7462009	-73.98855723
40.73971301	-73.99456405
40.68691865	-73.976682
40.69196035	-73.96536851
40.68940747	-73.96885458
40.72082834	-73.97793172
40.72453734	-73.98185424
40.72467721	-73.98783413
40.71625008	-74.0091059
40.74238787	-73.99726235
40.7262807	-73.98978041
40.7403432	-73.98955109
40.72502876	-73.99069656
40.69363137	-73.96223558
40.69766564	-73.98476437
40.693261	-73.968896
40.69028437	-73.98707105
40.70224	-73.982578
40.748238	-73.978311
40.72953837	-73.98426726
40.75044999	-73.99481051
40.71911552	-74.00666661
40.70834698	-74.01713445
40.70717936	-74.00887308
40.710451	-73.960876
40.71336124	-74.00937622
40.72110063	-73.9919254
40.7575699	-73.99098507
40.72743423	-73.99379025
40.72955361	-73.98057249
40.71559509	-73.9870295
40.72217444	-73.98368779
40.68851534	-73.9647628
40.68223166	-73.9614583
40.76915505	-73.98191841
40.76009437	-73.99461843
40.71939226	-74.00247214
40.76269882	-73.99301222
40.71427487	-73.98990025
40.76019252	-73.9912551
40.73028666	-73.9907647
40.69236178	-73.98631746
40.68528172	-73.97805813
40.680342423	-73.9557689392
40.74345335	-74.00004031
40.73047309	-73.98672378
40.7390169121	-74.0026376103
40.7500727	-73.99839279
40.739445	-73.976806
40.76087502	-74.00277668
40.72456089	-73.99565293
40.72490985	-74.00154702
40.72917025	-73.99810231
40.73291553	-74.00711384
40.73726186	-73.99238967
40.722055	-73.989111
40.73221853	-73.98165557
40.72938685	-73.97772429
40.72873888	-74.00748842
40.76727216	-73.99392888
40.69331716	-73.95381995
40.75929124	-73.98859651
40.71450451	-74.00562789
40.71893904	-73.99266288
40.76461837	-73.98789473
40.74195138	-74.00803013
40.73224119	-74.00026394
40.75797322	-73.96603308
40.75097711	-73.98765428
40.751551	-73.993934
40.70251526	-74.01427023
40.70530954	-74.00612572
40.746745	-74.007756
40.713126	-73.984844
40.72679454	-73.99695094
40.71117416	-74.00016545
40.7361967	-74.00859207
40.73624527	-73.98473765
40.68676793	-73.95928168
40.69610226	-73.96751037
40.68900443	-73.96023854
40.69788349	-73.97350332
40.72165481	-74.00234737
40.68415748	-73.96922273
40.700469	-73.991454
40.75001986	-73.96905301
40.696192	-73.991218
40.70281858	-73.98765762
40.73652889	-74.00618026
40.74734825	-73.99723551
40.72621788	-73.98379855
40.72299208	-73.97995466
40.74487634	-73.99529885
40.74691959	-74.00451887
40.75066386	-74.00176802
40.7643971	-73.97371465
40.73587678	-73.98205027
40.69165183	-73.9999786
40.768254	-73.988639
40.7381765	-73.97738662
40.71910537	-73.99973337
40.74394314	-73.97966069
40.74475148	-73.99915362
40.73331967	-73.99510132
40.73038599	-74.00214988
40.68753406	-73.97265183
40.756014	-73.967416
40.734232	-73.986923
40.72521311	-73.97768752
40.728145	-73.990214
40.73532427	-73.99800419
40.7172274	-73.98802084
40.73047747	-73.99906065
40.71291224	-74.01020234
40.75934501	-73.96759673
40.75255434	-73.97282625
